id,version,split,source_dataset,source_platform,source_video_id,source_url,video_available_at_release,availability_checked_utc,clip_start_sec,clip_end_sec,clip_duration_sec,temporal_certificate_start_sec,temporal_certificate_end_sec,temporal_certificate_duration_sec,raw_clip_range,raw_temporal_certificate,question_text,question_type,choice_a,choice_b,choice_c,choice_d,choice_e,min_fps,min_required_frames_for_certificate,native_fps,task_category,visual_domain,visual_domain_fine,visual_subdomain,source_video_category,original_row_id
fpsbench_000887,1.0.0,test,youtube8m,youtube,1ZHQZcCQCiI,https://www.youtube.com/watch?v=1ZHQZcCQCiI,,,65.0,75.0,10.0,65.0,75.0,10.0,1:05-1:15,1:05-1:15,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,7,70,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,887
fpsbench_000888,1.0.0,test,youtube8m,youtube,TwZ1dXhhOAY,https://www.youtube.com/watch?v=TwZ1dXhhOAY,,,33.0,40.0,7.0,33.0,40.0,7.0,0:33-0:40,0:33-0:40,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,11,77,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,888
fpsbench_000889,1.0.0,test,youtube8m,youtube,TwZ1dXhhOAY,https://www.youtube.com/watch?v=TwZ1dXhhOAY,,,169.0,176.0,7.0,169.0,176.0,7.0,2:49-2:56,2:49-2:56,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,8,56,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,889
fpsbench_000890,1.0.0,test,youtube8m,youtube,-MP1ZswG-dY,https://www.youtube.com/watch?v=-MP1ZswG-dY,,,151.0,158.0,7.0,151.0,158.0,7.0,2:31-2:38,2:31-2:38,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,4,28,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,890
fpsbench_000891,1.0.0,test,youtube8m,youtube,nf2QnduhSGs,https://www.youtube.com/watch?v=nf2QnduhSGs,,,30.0,36.0,6.0,30.0,36.0,6.0,0:30-0:36,0:30-0:36,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,10,60,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,891
fpsbench_000892,1.0.0,test,youtube8m,youtube,dfWsH45Fyos,https://www.youtube.com/watch?v=dfWsH45Fyos,,,10.0,20.0,10.0,10.0,20.0,10.0,0:10-0:20,0:10-0:20,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,7,70,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,892
fpsbench_000893,1.0.0,test,youtube8m,youtube,dfWsH45Fyos,https://www.youtube.com/watch?v=dfWsH45Fyos,,,67.0,74.0,7.0,67.0,74.0,7.0,1:07-1:14,1:07-1:14,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,7,49,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,893
fpsbench_000894,1.0.0,test,youtube8m,youtube,87BiXpkpszk,https://www.youtube.com/watch?v=87BiXpkpszk,,,7.0,14.0,7.0,7.0,14.0,7.0,0:07-0:14,0:07-0:14,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,8,56,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,894
fpsbench_000895,1.0.0,test,youtube8m,youtube,87BiXpkpszk,https://www.youtube.com/watch?v=87BiXpkpszk,,,52.0,58.0,6.0,52.0,58.0,6.0,0:52-0:58,0:52-0:58,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,7,42,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,895
fpsbench_000896,1.0.0,test,youtube8m,youtube,87BiXpkpszk,https://www.youtube.com/watch?v=87BiXpkpszk,,,120.0,130.0,10.0,120.0,130.0,10.0,2:00-2:10,2:00-2:10,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,11,110,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,896
fpsbench_000897,1.0.0,test,youtube8m,youtube,wBFFK5zj1Xg,https://www.youtube.com/watch?v=wBFFK5zj1Xg,,,0.0,10.0,10.0,0.0,10.0,10.0,0:00-0:10,0:00-0:10,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,The car stays the same speed,The car speeds up,"The car speeds up, then slows down",None of the above,5,50,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,897
fpsbench_000898,1.0.0,test,youtube8m,youtube,wBFFK5zj1Xg,https://www.youtube.com/watch?v=wBFFK5zj1Xg,,,132.0,140.0,8.0,132.0,140.0,8.0,2:12-2:20,2:12-2:20,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,11,88,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,898
fpsbench_000899,1.0.0,test,youtube8m,youtube,ez2OzZbAmEg,https://www.youtube.com/watch?v=ez2OzZbAmEg,,,125.0,130.0,5.0,125.0,130.0,5.0,2:05-2:10,2:05-2:10,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,4,20,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,899
fpsbench_000900,1.0.0,test,youtube8m,youtube,TJbn4VTI0gU,https://www.youtube.com/watch?v=TJbn4VTI0gU,,,40.0,50.0,10.0,40.0,50.0,10.0,0:40-0:50,0:40-0:50,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,13,130,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,900
fpsbench_000901,1.0.0,test,youtube8m,youtube,J2EgCrCe3tw,https://www.youtube.com/watch?v=J2EgCrCe3tw,,,63.0,69.0,6.0,63.0,69.0,6.0,1:03-1:09,1:03-1:09,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,"The car slows down, then speeds up",None of the above,7,42,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,901
fpsbench_000902,1.0.0,test,youtube8m,youtube,c3ISE9qP5Wo,https://www.youtube.com/watch?v=c3ISE9qP5Wo,,,17.0,23.0,6.0,17.0,23.0,6.0,0:17-0:23,0:17-0:23,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,6,36,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,902
fpsbench_000903,1.0.0,test,youtube8m,youtube,c3ISE9qP5Wo,https://www.youtube.com/watch?v=c3ISE9qP5Wo,,,48.0,52.0,4.0,48.0,52.0,4.0,0:48-0:52,0:48-0:52,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,9,36,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,903
fpsbench_000904,1.0.0,test,youtube8m,youtube,c3ISE9qP5Wo,https://www.youtube.com/watch?v=c3ISE9qP5Wo,,,54.0,57.0,3.0,54.0,57.0,3.0,0:54-0:57,0:54-0:57,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,11,33,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,904
fpsbench_000905,1.0.0,test,youtube8m,youtube,c3ISE9qP5Wo,https://www.youtube.com/watch?v=c3ISE9qP5Wo,,,58.0,62.0,4.0,58.0,62.0,4.0,0:58-1:02,0:58-1:02,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,7,28,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,905
fpsbench_000906,1.0.0,test,youtube8m,youtube,AHjFsARRhj0,https://www.youtube.com/watch?v=AHjFsARRhj0,,,40.0,45.0,5.0,40.0,45.0,5.0,0:40-0:45,0:40-0:45,How does the speed of the car change throughout the video?,speed_recognition,The car speeds up,"The car speeds up, then slows down",The car slows down,The car stays the same speed,None of the above,7,35,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,906
fpsbench_000907,1.0.0,test,youtube8m,youtube,AHjFsARRhj0,https://www.youtube.com/watch?v=AHjFsARRhj0,,,154.0,160.0,6.0,154.0,160.0,6.0,2:34-2:40,2:34-2:40,How does the speed of the car change as they take the left turn?,speed_recognition,They slow down to take the turn,They speed up as they turn,They maintain the same speed as they turn,"They initially slow down as they approach the intersection, then speed up as they take the turn",None of the above,4,24,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,907
fpsbench_000908,1.0.0,test,youtube8m,youtube,rYLcToYRI6c,https://www.youtube.com/watch?v=rYLcToYRI6c,,,23.0,28.0,5.0,23.0,28.0,5.0,0:23-0:28,0:23-0:28,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,7,35,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,908
fpsbench_000909,1.0.0,test,youtube8m,youtube,rYLcToYRI6c,https://www.youtube.com/watch?v=rYLcToYRI6c,,,42.0,46.0,4.0,42.0,46.0,4.0,0:42-0:46,0:42-0:46,How does the speed of the car change throughout the video?,speed_recognition,The car slows down,"The car speeds up, then slows down",The car speeds up,The car stays the same speed,None of the above,8,32,,speed_recognition,Vehicles,Vehicles,Ground Vehicles,Dashcam,909
fpsbench_000910,1.0.0,test,youtube8m,youtube,bigAEobpaNk,https://www.youtube.com/watch?v=bigAEobpaNk,,,5.0,12.0,7.0,8.0,12.0,4.0,0:05-0:12,0:08-0:12,Why does the cat get launched upwards?,causality_detection,It gets flung by the man's arm while he is breakdancing,It gets flung by the mans leg while he is breakdancing,"It jumps onto the man's back, and then jumps upwards off of him","It jumps onto the man's head, and then jumps upwards off of him",None of the above,6,24,,causality_detection,Miscellaneous,Animals,Pets,Cats,910
fpsbench_000911,1.0.0,test,youtube8m,youtube,0B1f38mrHhQ,https://www.youtube.com/watch?v=0B1f38mrHhQ,,,57.0,64.0,7.0,60.0,64.0,4.0,0:57-1:04,1:00-1:04,What causes the end of the match?,causality_detection,A collision with the wall causes the red beyblade to fall off the arena,A collision with the yellow beyblade causes the red beyblade to fall off the arena,"The red beyblade falls off the arena on its own, not due to any collision",A series of collisions with the wall and the yellow beyblade cause the red beyblade to fall off the arena,None of the above,4,16,,causality_detection,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Beyblade,911
fpsbench_000912,1.0.0,test,youtube8m,youtube,bMktpy7Smhk,https://www.youtube.com/watch?v=bMktpy7Smhk,,,260.0,270.0,10.0,265.0,269.0,4.0,4:20-4:30,4:25-4:29,Why does the man in red shorts almost fall over?,causality_detection,Due to an unstable landing after the cartwheel kick he performed,"Before fully regaining his balance after the cartwheel kick, the other fighter sweeps his leg","After fully regaining his balance after the cartwheel kick, the other fighter sweeps his legs","While performing the cartwheel kick, the other fighter catches one leg and tries to sweep the other",None of the above,4,16,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Combat,912
fpsbench_000913,1.0.0,test,youtube8m,youtube,esjZvaQKqy8,https://www.youtube.com/watch?v=esjZvaQKqy8,,,98.0,103.0,5.0,98.0,103.0,5.0,1:38-1:43,1:38-1:43,What best describes why the wrestler on the right falls over?,causality_detection,"The other wrestler tries to grab his feet and fails, but then he trips on his own feet",The other wrestler trips him by grabbing his feet,"The other wrestler grabs him by his ankle, then tackles his legs to bring him down",He trips on his own feet,None of the above,5,25,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Wrestling,913
fpsbench_000914,1.0.0,test,youtube8m,youtube,wRaQ4SX5DeI,https://www.youtube.com/watch?v=wRaQ4SX5DeI,,,43.0,48.0,5.0,43.0,47.0,4.0,0:43-0:48,0:43-0:47,Why does the skateboarder fall over?,causality_detection,"The skateboarder fails to get the skateboard to land where intended, and lands unsteadily on the skateboard","The skateboarder lands the jump stably, but then loses balance after","The skateboarder does not land on the skateboard after jumping, landing on the ground instead and falling over","The skateboarder loses balance right before attempting the jump, falling over",None of the above,4,16,,causality_detection,Sports & Fitness,Sports & Fitness,Fitness & Recreation,Skateboarding,914
fpsbench_000915,1.0.0,test,youtube8m,youtube,wRaQ4SX5DeI,https://www.youtube.com/watch?v=wRaQ4SX5DeI,,,129.0,133.0,4.0,129.0,133.0,4.0,2:09-2:13,2:09-2:13,Why does the skateboarder fall over?,causality_detection,"The skateboarder fails to get the skateboard to land where intended, and lands unsteadily on the skateboard","The skateboarder lands the jump stably, but then loses balance after","The skateboarder does not land on the skateboard after jumping, landing on the ground instead and falling over","The skateboarder lands on the skateboard, but the skateboard slips away under foot, causing him to fall",None of the above,4,16,,causality_detection,Sports & Fitness,Sports & Fitness,Fitness & Recreation,Skateboarding,915
fpsbench_000916,1.0.0,test,youtube8m,youtube,wAAbGOSTg8o,https://www.youtube.com/watch?v=wAAbGOSTg8o,,,30.0,34.0,4.0,30.0,34.0,4.0,0:30-0:34,0:30-0:34,What causes the rally to end?,causality_detection,The ball hit by the player facing away from the camera misses the table,The ball hit by the player facing the camera misses the table,The player facing the camera misses the ball with his paddle,The player facing away from the camera misses the ball with his paddle,None of the above,6,24,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Table Tennis,916
fpsbench_000917,1.0.0,test,youtube8m,youtube,wAAbGOSTg8o,https://www.youtube.com/watch?v=wAAbGOSTg8o,,,35.0,40.0,5.0,35.0,40.0,5.0,0:35-0:40,0:35-0:40,What causes the rally to end?,causality_detection,The ball hit by the player facing away from the camera misses the table,The ball hit by the player facing the camera misses the table,The player facing the camera misses the ball with his paddle,The player facing away from the camera misses the ball with his paddle,None of the above,4,20,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Table Tennis,917
fpsbench_000918,1.0.0,test,youtube8m,youtube,wAAbGOSTg8o,https://www.youtube.com/watch?v=wAAbGOSTg8o,,,80.0,87.0,7.0,83.0,87.0,4.0,1:20-1:27,1:23-1:27,What causes the rally to end?,causality_detection,The ball hit by the player facing away from the camera misses the table,The ball hit by the player facing the camera misses the table,The player facing the camera misses the ball with his paddle,The player facing away from the camera misses the ball with his paddle,None of the above,7,28,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Table Tennis,918
fpsbench_000919,1.0.0,test,youtube8m,youtube,WIsZn_VhbCI,https://www.youtube.com/watch?v=WIsZn_VhbCI,,,82.0,92.0,10.0,82.0,92.0,10.0,1:22-1:32,1:22-1:32,How many times does the chef continuously toss the noodles in the pan in the video?,repetitive_motion,4,5,9,10,None of the above,10,100,,repetitive_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,919
fpsbench_000920,1.0.0,test,youtube8m,youtube,Bf3jA1yaZyM,https://www.youtube.com/watch?v=Bf3jA1yaZyM,,,115.0,125.0,10.0,121.0,125.0,4.0,1:55-2:05,2:01-2:05,How many times does the chef shake the salt container to sprinkle salt on the food?,repetitive_motion,3,4,5,6,None of the above,10,40,,repetitive_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,920
fpsbench_000921,1.0.0,test,youtube8m,youtube,H50e7FgcsQE,https://www.youtube.com/watch?v=H50e7FgcsQE,,,18.0,28.0,10.0,20.0,26.0,6.0,0:18-0:28,0:20-0:26,How many times does the women spin just before kissing the man?,repetitive_motion,3,4,5,6,None of the above,4,24,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Performance Art,921
fpsbench_000922,1.0.0,test,youtube8m,youtube,NVR-DZIw1hg,https://www.youtube.com/watch?v=NVR-DZIw1hg,,,138.0,151.0,13.0,138.0,151.0,13.0,2:18-2:31,2:18-2:31,How many times does the singer wave his hand towards the audience?,repetitive_motion,4,5,6,7,None of the above,4,52,,repetitive_motion,Media & Entertainment,Media & Entertainment,Music,Concert,922
fpsbench_000923,1.0.0,test,youtube8m,youtube,0xN_G82Dhxo,https://www.youtube.com/watch?v=0xN_G82Dhxo,,,94.0,104.0,10.0,96.0,102.0,6.0,1:34-1:44,1:36-1:42,How many times do the performers jump on their toes with both hands in the air in this video?,repetitive_motion,6,7,8,9,None of the above,6,36,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Performance Art,923
fpsbench_000924,1.0.0,test,youtube8m,youtube,0xN_G82Dhxo,https://www.youtube.com/watch?v=0xN_G82Dhxo,,,155.0,165.0,10.0,157.0,161.0,4.0,2:35-2:45,2:37-2:41,How many times do the performers swing their hands while moving forward?,repetitive_motion,5,6,7,8,None of the above,6,24,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Performance Art,924
fpsbench_000925,1.0.0,test,youtube8m,youtube,n1kQx909pRg,https://www.youtube.com/watch?v=n1kQx909pRg,,,70.0,80.0,10.0,70.0,80.0,10.0,1:10-1:20,1:10-1:20,How many times does the person playing guitar on the right moves his head in circular motions?,repetitive_motion,6,8,10,12,None of the above,8,80,,repetitive_motion,Media & Entertainment,Media & Entertainment,Music,Concert,925
fpsbench_000926,1.0.0,test,youtube8m,youtube,n1kQx909pRg,https://www.youtube.com/watch?v=n1kQx909pRg,,,138.0,146.0,8.0,138.0,146.0,8.0,2:18-2:26,2:18-2:26,How many times does the person in the centre with a mic moves his head in circular motions?,repetitive_motion,9,10,11,12,None of the above,6,48,,repetitive_motion,Media & Entertainment,Media & Entertainment,Music,Concert,926
fpsbench_000927,1.0.0,test,youtube8m,youtube,rOOZgLDzogg,https://www.youtube.com/watch?v=rOOZgLDzogg,,,114.0,124.0,10.0,117.0,118.0,1.0,1:54-2:04,1:57-1:58,What is the match timer closest to at the moment when Mario lands the killing blow?,state_at_event,7:27.65,7:28.06,7:28.44,7:27.33,None of the above,4,4,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Fighting Game,927
fpsbench_000928,1.0.0,test,youtube8m,youtube,MNR0-rvpuzg,https://www.youtube.com/watch?v=MNR0-rvpuzg,,,180.0,195.0,15.0,191.0,192.0,1.0,3:00-3:15,3:11-3:12,"When the blue marble crosses the first yellow bar in the red circular section of the track, where is the other marble?",state_at_event,Top right quadrant of the circular track,Bottom left quadrant of the circular track,Bottom right quadrant of the circular track,Top left quadrant of the circular track,None of the above,5,5,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,928
fpsbench_000929,1.0.0,test,youtube8m,youtube,MNR0-rvpuzg,https://www.youtube.com/watch?v=MNR0-rvpuzg,,,192.0,205.0,13.0,201.0,202.0,1.0,3:12-3:25,3:21-3:22,"When the white marble crosses the first yellow bar in the red circular section of the track, where are the other two marbles?",state_at_event,The blue marble is in contact with the silver marble,The blue marble near the sink while the silver marble is away from it,The blue marble is nearer to the camera while the silver marble is away from it,"The blue marble is in the top right quadrant, while the silver one is in the top left",None of the above,5,5,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,929
fpsbench_000930,1.0.0,test,youtube8m,youtube,MNR0-rvpuzg,https://www.youtube.com/watch?v=MNR0-rvpuzg,,,45.0,59.0,14.0,51.0,59.0,8.0,0:45-0:59,0:51-0:59,What causes the silver marble to drop into the sink before the white marble,causality_detection,The white marble always revolved slower,The silver marble collides with the white marble head-on,The white marble collides with the silver marble head-on,The silver marble collides side of the track which causes it to spiral toward the sink,None of the above,6,48,,causality_detection,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,930
fpsbench_000931,1.0.0,test,youtube8m,youtube,dqQBIiY0MCQ,https://www.youtube.com/watch?v=dqQBIiY0MCQ,,,83.0,97.0,14.0,93.0,95.0,2.0,1:23-1:37,1:33-1:35,What best describes the interaction between the red car and the yellow car?,blink_and_miss,The red car touches the yellow car on its front left side,The red car collides with the yellow car,The two cars come very close to each other but do not touch,The yellow car touches the red car on its rear right side,None of the above,5,10,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,931
fpsbench_000932,1.0.0,test,youtube8m,youtube,QdkVhVwYJu0,https://www.youtube.com/watch?v=QdkVhVwYJu0,,,8.0,23.0,15.0,17.0,19.0,2.0,0:08-0:23,0:17-0:19,What caused the cream colored block to fall?,causality_detection,The yellow block nudged it and the string tugged it downward,"Only the yellow block, which pushed it",The yellow block nudged it and a steel ball fell on it,The vibration due to the row of balls hitting made it slide down,None of the above,5,10,,causality_detection,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,932
fpsbench_000933,1.0.0,test,youtube8m,youtube,2wTMmi2rklY,https://www.youtube.com/watch?v=2wTMmi2rklY,,,83.0,98.0,15.0,94.0,96.0,2.0,1:23-1:38,1:34-1:36,What causes the white car the move?,causality_detection,"The blue and red car nudges it, which releases the car to go down",The blue and red car's weight pushes a lever down which releases a loaded spring,The yellow car releases the blue-and-red car which moves a lever up,The yellow car's weight pushes a lever down which releases a loaded spring,None of the above,5,10,,causality_detection,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,933
fpsbench_000934,1.0.0,test,youtube8m,youtube,IZZ9RGwTtb0,https://www.youtube.com/watch?v=IZZ9RGwTtb0,,,65.0,77.0,12.0,68.0,69.0,1.0,1:05-1:17,1:08-1:09,Which of these is true?,blink_and_miss,The kid touches the toy train once in the clip,The kid touches the toy train twice in the clip,The kid touches the toy train more than twice in the clip,The kid does not touch the toy train,None of the above,4,4,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,934
fpsbench_000935,1.0.0,test,youtube8m,youtube,3dBLjtEtWFE,https://www.youtube.com/watch?v=3dBLjtEtWFE,,,2.0,17.0,15.0,7.0,12.0,5.0,0:02-0:17,0:07-0:12,Which of these is true?,blink_and_miss,The white cat pushed the ball once and touched it once,The white cat changes the direction of the ball's movement and the orange cat touches it once,The orange cat pushed the ball once and touched it once,Both white cat and orange car touch the ball twice,None of the above,4,20,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,935
fpsbench_000936,1.0.0,test,youtube8m,youtube,xbUzc6ZFbGU,https://www.youtube.com/watch?v=xbUzc6ZFbGU,,,0.0,15.0,15.0,6.0,12.0,6.0,0:00-0:15,0:06-0:12,Which of these is true about the toy truck after it splashes water in a puddle?,blink_and_miss,It touches the yield sign after it crashes,It touches the yield sign before it crashes,It veers off to the left,It stops on the mud track,None of the above,4,24,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,936
fpsbench_000937,1.0.0,test,youtube8m,youtube,xbUzc6ZFbGU,https://www.youtube.com/watch?v=xbUzc6ZFbGU,,,51.0,65.0,14.0,54.0,56.0,2.0,0:51-1:05,0:54-0:56,When is a vertical purple glare visible on the toy truck in the clip?,blink_and_miss,When it turns around on the track,It is visible just before the toy truck goes out of view,When it is moving forward receding from the camera,When it turns around in the grass,None of the above,16,32,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,937
fpsbench_000938,1.0.0,test,youtube8m,youtube,2wTMmi2rklY,https://www.youtube.com/watch?v=2wTMmi2rklY,,,64.0,79.0,15.0,73.0,79.0,6.0,1:04-1:19,1:13-1:19,Which of these is false about the ball which is launched by a toy car?,blink_and_miss,It touches the orange part of the track,It touches the floor,It touches the scateboard,It touches the pillar,None of the above,8,48,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,938
fpsbench_000939,1.0.0,test,youtube8m,youtube,YAxlEtt5c-E,https://www.youtube.com/watch?v=YAxlEtt5c-E,,,30.0,40.0,10.0,33.0,38.0,5.0,0:30-0:40,0:33-0:38,What caused Megaman (in blue) to die?,causality_detection,"Mario ate a star, flew around then blasted him into the air.",Pikachu blasted him off the stage with a lightning attack.,He ran out of health and died.,The character in green smashed him off the screen.,None of the above,7,35,,causality_detection,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Super Smash Bros,939
fpsbench_000940,1.0.0,test,youtube8m,youtube,2wTMmi2rklY,https://www.youtube.com/watch?v=2wTMmi2rklY,,,64.0,79.0,15.0,68.0,71.0,3.0,1:04-1:19,1:08-1:11,What are the colors of the two cars set in motion by the first car?,blink_and_miss,one car is red and blue and the other car is yellow and black,one car is yellow and black and the other car is yellow and white,one car is green in color while the other is yellow and black,one car is red and blue and the other car is yellow and white,None of the above,4,12,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,940
fpsbench_000941,1.0.0,test,youtube8m,youtube,QdkVhVwYJu0,https://www.youtube.com/watch?v=QdkVhVwYJu0,,,6.0,21.0,15.0,13.0,15.0,2.0,0:06-0:21,0:13-0:15,What is the time displayed on the timer when the first steel ball contacts another ball?,state_at_event,55,0,5,10,None of the above,4,8,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,941
fpsbench_000942,1.0.0,test,youtube8m,youtube,QdkVhVwYJu0,https://www.youtube.com/watch?v=QdkVhVwYJu0,,,68.0,81.0,13.0,75.0,77.0,2.0,1:08-1:21,1:15-1:17,"When one of the ball touches the large white domino, which domino is the other ball touching?",state_at_event,6 on a 6-6 domino,2 on a 2-2 domino,2 on a 2-1 domino,3 on a 3-3 domino,None of the above,4,8,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,942
fpsbench_000943,1.0.0,test,youtube8m,youtube,QdkVhVwYJu0,https://www.youtube.com/watch?v=QdkVhVwYJu0,,,74.0,81.0,7.0,78.0,81.0,3.0,1:14-1:21,1:18-1:21,Which of the following is true about the balls which rolled down on the left and right side of the board?,blink_and_miss,The left one continues down the track after hitting the red block,The left one touches the 5-6 domino first,The right one touches the 5-6 domino first,The right ball only touches the 5-6 domino once,None of the above,4,12,,blink_and_miss,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,943
fpsbench_000944,1.0.0,test,youtube8m,youtube,oGOQf6eFA0k,https://www.youtube.com/watch?v=oGOQf6eFA0k,,,47.0,62.0,15.0,59.0,61.0,2.0,0:47-1:02,0:59-1:01,Where is the red marble when the marble with white color disappears into the sink in the red section?,state_at_event,On the right side of the track with green marble just ahead of it,On the right side of the track with green marble just behind of it,On the left side of the track with green marble just ahead of it,On the left side of the track with green marble just behind of it,None of the above,5,10,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,944
fpsbench_000945,1.0.0,test,youtube8m,youtube,oGOQf6eFA0k,https://www.youtube.com/watch?v=oGOQf6eFA0k,,,60.0,74.0,14.0,70.0,71.0,1.0,1:00-1:14,1:10-1:11,Which of these is true in the blue section when the green marble disappears into the sink?,state_at_event,The blue marble is on the top right quadrant of the circular track,The red marble is on the right side of the track,The blue marble is on the bottom left quadrant of the circular track,The purple marble is on the top right quadrant of the circular track,None of the above,5,5,,state_at_event,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Marble,945
